violation_code,violation_status,grade,program_element_pe,service_code,risk_level,month,weekday
6,0.0,1.0,1641,1.0,2.0,9,1
31,0.0,1.0,1641,1.0,2.0,9,1
35,0.0,1.0,1641,1.0,2.0,9,1
47,0.0,1.0,1641,1.0,2.0,9,1
8,0.0,1.0,1641,1.0,2.0,9,1
52,0.0,1.0,1641,1.0,2.0,9,1
5,0.0,1.0,1641,1.0,2.0,9,1
46,0.0,1.0,1641,1.0,2.0,9,1
28,0.0,1.0,1641,1.0,2.0,9,1
39,0.0,0.0,1632,1.0,2.0,9,1
44,0.0,0.0,1613,1.0,1.0,9,1
28,0.0,0.0,1613,1.0,1.0,9,1
31,0.0,0.0,1613,1.0,1.0,9,1
42,0.0,0.0,1613,1.0,1.0,9,1
13,0.0,0.0,1632,1.0,2.0,9,1
41,0.0,0.0,1632,1.0,2.0,9,1
27,0.0,0.0,1632,1.0,2.0,9,1
7,0.0,0.0,1632,1.0,2.0,9,1
34,0.0,0.0,1632,1.0,2.0,9,1
33,0.0,0.0,1632,1.0,2.0,9,1
42,0.0,0.0,1638,1.0,2.0,9,1
32,0.0,0.0,1638,1.0,2.0,9,1
56,0.0,0.0,1638,1.0,2.0,9,1
13,0.0,0.0,1638,1.0,2.0,9,1
21,0.0,0.0,1638,1.0,2.0,9,1
40,0.0,0.0,1632,1.0,2.0,9,1
50,0.0,0.0,1632,1.0,2.0,9,1
42,0.0,0.0,1632,1.0,2.0,9,1
35,0.0,0.0,1632,1.0,2.0,9,1
33,0.0,0.0,1632,1.0,2.0,9,1
34,0.0,0.0,1632,1.0,2.0,9,1
35,0.0,0.0,1635,1.0,2.0,9,1
33,0.0,0.0,1635,1.0,2.0,9,1
24,0.0,0.0,1635,1.0,2.0,9,1
42,0.0,0.0,1635,1.0,2.0,9,1
21,0.0,0.0,1635,1.0,2.0,9,1
31,0.0,0.0,1635,1.0,2.0,9,1
25,0.0,0.0,1635,1.0,2.0,9,1
37,0.0,0.0,1635,1.0,2.0,9,1
38,0.0,0.0,1635,1.0,2.0,9,1
41,0.0,0.0,1610,1.0,1.0,9,1
33,0.0,0.0,1610,1.0,1.0,9,1
34,0.0,0.0,1610,1.0,1.0,9,1
21,0.0,0.0,1610,1.0,1.0,9,1
28,0.0,0.0,1610,1.0,1.0,9,1
35,0.0,0.0,1632,1.0,2.0,9,1
27,0.0,0.0,1632,1.0,2.0,9,1
39,0.0,0.0,1632,1.0,2.0,9,1
35,0.0,0.0,1632,1.0,2.0,9,1
38,0.0,0.0,1632,1.0,2.0,9,1
30,0.0,0.0,1632,1.0,2.0,9,1
31,0.0,0.0,1632,1.0,2.0,9,1
42,0.0,0.0,1632,1.0,2.0,9,1
6,0.0,0.0,1632,1.0,2.0,9,1
31,0.0,0.0,1637,1.0,0.0,9,1
12,0.0,0.0,1637,1.0,0.0,9,1
38,0.0,0.0,1632,1.0,2.0,9,1
42,0.0,0.0,1632,1.0,2.0,9,1
31,0.0,0.0,1641,1.0,2.0,9,1
34,0.0,0.0,1641,1.0,2.0,9,1
38,0.0,0.0,1641,1.0,2.0,9,1
25,0.0,0.0,1641,1.0,2.0,9,1
6,0.0,0.0,1641,1.0,2.0,9,1
5,0.0,0.0,1610,1.0,1.0,9,1
42,0.0,0.0,1610,1.0,1.0,9,1
42,0.0,0.0,1637,1.0,0.0,9,1
34,0.0,0.0,1631,1.0,0.0,9,1
27,0.0,0.0,1631,1.0,0.0,9,1
38,0.0,0.0,1631,1.0,0.0,9,1
31,0.0,0.0,1631,1.0,0.0,9,1
25,0.0,0.0,1631,1.0,0.0,9,1
28,0.0,0.0,1631,1.0,0.0,9,1
37,0.0,0.0,1631,1.0,0.0,9,1
27,0.0,0.0,1641,1.0,2.0,9,1
42,0.0,0.0,1641,1.0,2.0,9,1
13,0.0,0.0,1641,1.0,2.0,9,1
33,0.0,0.0,1635,1.0,2.0,9,1
34,0.0,0.0,1635,1.0,2.0,9,1
41,0.0,0.0,1635,1.0,2.0,9,1
13,0.0,0.0,1635,1.0,2.0,9,1
40,0.0,0.0,1635,1.0,2.0,9,1
42,0.0,0.0,1635,1.0,2.0,9,1
21,0.0,0.0,1635,1.0,2.0,9,1
37,0.0,0.0,1635,1.0,2.0,9,1
31,0.0,0.0,1634,1.0,0.0,9,1
41,0.0,0.0,1634,1.0,0.0,9,1
42,0.0,0.0,1635,1.0,2.0,9,1
31,0.0,0.0,1635,1.0,2.0,9,1
34,0.0,0.0,1635,1.0,2.0,9,1
33,0.0,0.0,1635,1.0,2.0,9,1
13,0.0,0.0,1635,1.0,2.0,9,1
30,0.0,0.0,1610,1.0,1.0,9,1
39,0.0,0.0,1610,1.0,1.0,9,1
31,0.0,0.0,1610,1.0,1.0,9,1
42,0.0,0.0,1610,1.0,1.0,9,1
33,0.0,0.0,1610,1.0,1.0,9,1
28,0.0,0.0,1610,1.0,1.0,9,1
6,0.0,0.0,1612,1.0,2.0,9,1
42,0.0,0.0,1612,1.0,2.0,9,1
33,0.0,0.0,1612,1.0,2.0,9,1
41,0.0,0.0,1631,1.0,0.0,9,1
31,0.0,0.0,1631,1.0,0.0,9,1
50,0.0,0.0,1631,1.0,0.0,9,1
42,0.0,0.0,1631,1.0,0.0,9,1
34,0.0,0.0,1631,1.0,0.0,9,1
44,0.0,0.0,1613,1.0,1.0,9,1
42,0.0,0.0,1613,1.0,1.0,9,1
47,0.0,0.0,1613,1.0,1.0,9,1
33,0.0,0.0,1613,1.0,1.0,9,1
6,0.0,0.0,1613,1.0,1.0,9,1
31,0.0,0.0,1632,1.0,2.0,9,1
42,0.0,0.0,1632,1.0,2.0,9,1
13,0.0,0.0,1632,1.0,2.0,9,1
34,0.0,0.0,1632,1.0,2.0,9,1
33,0.0,0.0,1638,1.0,2.0,9,1
42,0.0,0.0,1638,1.0,2.0,9,1
56,0.0,0.0,1638,1.0,2.0,9,1
6,0.0,0.0,1638,1.0,2.0,9,1
34,0.0,0.0,1638,1.0,2.0,9,1
31,0.0,0.0,1638,1.0,2.0,9,1
13,0.0,0.0,1638,1.0,2.0,9,1
43,0.0,0.0,1631,1.0,0.0,9,1
21,0.0,0.0,1631,1.0,0.0,9,1
41,0.0,0.0,1631,1.0,0.0,9,1
31,0.0,0.0,1631,1.0,0.0,9,1
5,0.0,0.0,1631,1.0,0.0,9,1
34,0.0,0.0,1631,1.0,0.0,9,1
53,0.0,0.0,1631,1.0,0.0,9,1
42,0.0,0.0,1630,1.0,1.0,9,1
31,0.0,0.0,1630,1.0,1.0,9,1
34,0.0,0.0,1635,1.0,2.0,9,1
44,0.0,0.0,1635,1.0,2.0,9,1
13,0.0,0.0,1635,1.0,2.0,9,1
53,0.0,0.0,1635,1.0,2.0,9,1
27,0.0,0.0,1635,1.0,2.0,9,1
5,0.0,0.0,1613,1.0,1.0,9,1
42,0.0,0.0,1613,1.0,1.0,9,1
41,0.0,0.0,1613,1.0,1.0,9,1
31,0.0,0.0,1613,1.0,1.0,9,1
40,0.0,0.0,1613,1.0,1.0,9,1
21,0.0,0.0,1613,1.0,1.0,9,1
46,0.0,0.0,1613,1.0,1.0,9,1
33,0.0,0.0,1613,1.0,1.0,9,1
38,0.0,1.0,1632,1.0,2.0,9,1
5,0.0,1.0,1632,1.0,2.0,9,1
23,0.0,1.0,1632,1.0,2.0,9,1
33,0.0,1.0,1632,1.0,2.0,9,1
31,0.0,1.0,1632,1.0,2.0,9,1
25,0.0,1.0,1632,1.0,2.0,9,1
40,0.0,1.0,1632,1.0,2.0,9,1
42,0.0,1.0,1632,1.0,2.0,9,1
41,0.0,1.0,1632,1.0,2.0,9,1
37,0.0,1.0,1632,1.0,2.0,9,1
28,0.0,1.0,1632,1.0,2.0,9,1
34,0.0,1.0,1632,1.0,2.0,9,1
35,0.0,1.0,1632,1.0,2.0,9,1
27,0.0,0.0,1638,1.0,2.0,9,1
30,0.0,0.0,1638,1.0,2.0,9,1
41,0.0,0.0,1638,1.0,2.0,9,1
37,0.0,0.0,1638,1.0,2.0,9,1
31,0.0,0.0,1638,1.0,2.0,9,1
50,0.0,1.0,1635,1.0,2.0,9,1
42,0.0,0.0,1613,1.0,1.0,9,1
40,0.0,0.0,1613,1.0,1.0,9,1
38,0.0,0.0,1613,1.0,1.0,9,1
46,0.0,0.0,1613,1.0,1.0,9,1
41,0.0,0.0,1613,1.0,1.0,9,1
42,0.0,0.0,1630,1.0,1.0,9,1
34,0.0,0.0,1630,1.0,1.0,9,1
38,0.0,0.0,1630,1.0,1.0,9,1
31,0.0,0.0,1630,1.0,1.0,9,1
33,0.0,0.0,1630,1.0,1.0,9,1
38,0.0,1.0,1635,1.0,2.0,9,1
40,0.0,1.0,1635,1.0,2.0,9,1
34,0.0,1.0,1635,1.0,2.0,9,1
36,0.0,1.0,1635,1.0,2.0,9,1
41,0.0,1.0,1635,1.0,2.0,9,1
21,0.0,1.0,1635,1.0,2.0,9,1
35,0.0,1.0,1635,1.0,2.0,9,1
6,0.0,1.0,1635,1.0,2.0,9,1
32,0.0,1.0,1635,1.0,2.0,9,1
33,0.0,1.0,1635,1.0,2.0,9,1
42,0.0,1.0,1635,1.0,2.0,9,1
31,0.0,1.0,1635,1.0,2.0,9,1
53,0.0,1.0,1635,1.0,2.0,9,1
37,0.0,1.0,1635,1.0,2.0,9,1
33,0.0,0.0,1612,1.0,2.0,9,1
30,0.0,0.0,1612,1.0,2.0,9,1
31,0.0,0.0,1612,1.0,2.0,9,1
42,0.0,0.0,1633,1.0,1.0,9,1
13,0.0,0.0,1633,1.0,1.0,9,1
38,0.0,0.0,1633,1.0,1.0,9,1
31,0.0,0.0,1633,1.0,1.0,9,1
41,0.0,0.0,1633,1.0,1.0,9,1
34,0.0,0.0,1633,1.0,1.0,9,1
31,0.0,0.0,1631,1.0,0.0,9,1
33,0.0,0.0,1631,1.0,0.0,9,1
28,0.0,0.0,1631,1.0,0.0,9,1
48,0.0,1.0,1635,1.0,2.0,9,1
42,0.0,1.0,1635,1.0,2.0,9,1
21,0.0,1.0,1635,1.0,2.0,9,1
13,0.0,1.0,1635,1.0,2.0,9,1
24,0.0,1.0,1635,1.0,2.0,9,1
23,0.0,0.0,1612,1.0,2.0,9,1
41,0.0,0.0,1612,1.0,2.0,9,1
37,0.0,0.0,1612,1.0,2.0,9,1
21,0.0,0.0,1612,1.0,2.0,9,1
38,0.0,0.0,1612,1.0,2.0,9,1
21,0.0,0.0,1638,1.0,2.0,9,1
33,0.0,0.0,1638,1.0,2.0,9,1
34,0.0,0.0,1638,1.0,2.0,9,1
31,0.0,0.0,1638,1.0,2.0,9,1
13,0.0,0.0,1638,1.0,2.0,9,1
33,0.0,0.0,1638,1.0,2.0,9,1
37,0.0,0.0,1638,1.0,2.0,9,1
38,0.0,0.0,1638,1.0,2.0,9,1
42,0.0,0.0,1638,1.0,2.0,9,1
42,0.0,0.0,1613,1.0,1.0,9,1
21,0.0,0.0,1613,1.0,1.0,9,1
31,0.0,0.0,1613,1.0,1.0,9,1
35,0.0,0.0,1613,1.0,1.0,9,1
50,0.0,0.0,1632,1.0,2.0,9,1
33,0.0,0.0,1632,1.0,2.0,9,1
32,0.0,0.0,1632,1.0,2.0,9,1
31,0.0,0.0,1632,1.0,2.0,9,1
42,0.0,0.0,1632,1.0,2.0,9,1
46,0.0,0.0,1632,1.0,2.0,9,1
34,0.0,0.0,1632,1.0,2.0,9,1
39,0.0,0.0,1638,1.0,2.0,9,1
35,0.0,0.0,1638,1.0,2.0,9,1
31,0.0,0.0,1630,1.0,1.0,9,1
44,0.0,0.0,1631,1.0,0.0,9,1
38,0.0,0.0,1630,1.0,1.0,9,1
34,0.0,0.0,1630,1.0,1.0,9,1
32,0.0,0.0,1630,1.0,1.0,9,1
42,0.0,0.0,1630,1.0,1.0,9,1
33,0.0,0.0,1630,1.0,1.0,9,1
31,0.0,0.0,1635,1.0,2.0,9,1
42,0.0,0.0,1635,1.0,2.0,9,1
42,0.0,0.0,1632,1.0,2.0,9,1
31,0.0,0.0,1632,1.0,2.0,9,1
33,0.0,0.0,1632,1.0,2.0,9,1
15,0.0,0.0,1632,1.0,2.0,9,1
32,0.0,0.0,1632,1.0,2.0,9,1
34,0.0,0.0,1632,1.0,2.0,9,1
42,0.0,0.0,1632,1.0,2.0,9,1
50,0.0,0.0,1632,1.0,2.0,9,1
34,0.0,0.0,1631,1.0,0.0,9,1
33,0.0,0.0,1631,1.0,0.0,9,1
21,0.0,0.0,1631,1.0,0.0,9,1
37,0.0,0.0,1631,1.0,0.0,9,1
38,0.0,0.0,1631,1.0,0.0,9,1
35,0.0,0.0,1631,1.0,0.0,9,1
13,0.0,0.0,1631,1.0,0.0,9,1
42,0.0,0.0,1612,1.0,2.0,9,0
41,0.0,0.0,1612,1.0,2.0,9,0
21,0.0,0.0,1612,1.0,2.0,9,0
40,0.0,0.0,1612,1.0,2.0,9,0
33,0.0,0.0,1612,1.0,2.0,9,0
12,0.0,0.0,1612,1.0,2.0,9,0
44,0.0,0.0,1631,1.0,0.0,9,0
41,0.0,0.0,1631,1.0,0.0,9,0
5,0.0,0.0,1631,1.0,0.0,9,0
21,0.0,0.0,1631,1.0,0.0,9,0
39,0.0,0.0,1631,1.0,0.0,9,0
13,0.0,0.0,1631,1.0,0.0,9,0
31,0.0,0.0,1631,1.0,0.0,9,0
31,0.0,0.0,1637,1.0,0.0,9,0
51,0.0,0.0,1637,1.0,0.0,9,0
42,0.0,0.0,1637,1.0,0.0,9,0
32,0.0,0.0,1637,1.0,0.0,9,0
38,0.0,0.0,1637,1.0,0.0,9,0
22,0.0,0.0,1637,1.0,0.0,9,0
27,0.0,0.0,1637,1.0,0.0,9,0
31,0.0,0.0,1632,1.0,2.0,9,0
5,0.0,0.0,1632,1.0,2.0,9,0
38,0.0,0.0,1632,1.0,2.0,9,0
13,0.0,0.0,1632,1.0,2.0,9,0
39,0.0,0.0,1641,1.0,2.0,9,0
33,0.0,0.0,1641,1.0,2.0,9,0
31,0.0,0.0,1641,1.0,2.0,9,0
32,0.0,0.0,1641,1.0,2.0,9,0
41,0.0,0.0,1641,1.0,2.0,9,0
13,0.0,1.0,1641,1.0,2.0,9,0
25,0.0,1.0,1641,1.0,2.0,9,0
41,0.0,1.0,1641,1.0,2.0,9,0
21,0.0,1.0,1641,1.0,2.0,9,0
48,0.0,1.0,1641,1.0,2.0,9,0
32,0.0,1.0,1641,1.0,2.0,9,0
28,0.0,1.0,1641,1.0,2.0,9,0
42,0.0,1.0,1641,1.0,2.0,9,0
42,0.0,0.0,1612,1.0,2.0,9,0
51,0.0,0.0,1612,1.0,2.0,9,0
5,0.0,0.0,1612,1.0,2.0,9,0
35,0.0,0.0,1612,1.0,2.0,9,0
25,0.0,0.0,1612,1.0,2.0,9,0
42,0.0,0.0,1610,1.0,1.0,9,0
33,0.0,0.0,1610,1.0,1.0,9,0
40,0.0,0.0,1610,1.0,1.0,9,0
36,0.0,0.0,1610,1.0,1.0,9,0
44,0.0,0.0,1610,1.0,1.0,9,0
31,0.0,0.0,1610,1.0,1.0,9,0
34,0.0,0.0,1632,1.0,2.0,9,0
42,0.0,0.0,1632,1.0,2.0,9,0
37,0.0,0.0,1632,1.0,2.0,9,0
33,0.0,0.0,1632,1.0,2.0,9,0
32,0.0,0.0,1630,1.0,1.0,9,0
31,0.0,0.0,1630,1.0,1.0,9,0
31,0.0,0.0,1636,1.0,1.0,9,0
37,0.0,0.0,1632,1.0,2.0,9,0
46,0.0,0.0,1632,1.0,2.0,9,0
6,0.0,0.0,1632,1.0,2.0,9,0
33,0.0,0.0,1635,1.0,2.0,9,0
34,0.0,0.0,1635,1.0,2.0,9,0
40,0.0,0.0,1635,1.0,2.0,9,0
5,0.0,0.0,1631,1.0,0.0,9,0
42,0.0,0.0,1631,1.0,0.0,9,0
21,0.0,1.0,1632,1.0,2.0,9,0
5,0.0,1.0,1632,1.0,2.0,9,0
41,0.0,1.0,1632,1.0,2.0,9,0
30,0.0,1.0,1632,1.0,2.0,9,0
37,0.0,1.0,1632,1.0,2.0,9,0
42,0.0,1.0,1632,1.0,2.0,9,0
53,0.0,1.0,1632,1.0,2.0,9,0
13,0.0,1.0,1632,1.0,2.0,9,0
38,0.0,0.0,1638,1.0,2.0,9,0
33,0.0,0.0,1638,1.0,2.0,9,0
34,0.0,0.0,1638,1.0,2.0,9,0
42,0.0,0.0,1638,1.0,2.0,9,0
35,0.0,0.0,1638,1.0,2.0,9,0
36,0.0,0.0,1638,1.0,2.0,9,0
28,0.0,0.0,1638,1.0,2.0,9,0
5,0.0,0.0,1635,1.0,2.0,9,0
38,0.0,0.0,1635,1.0,2.0,9,0
33,0.0,0.0,1635,1.0,2.0,9,0
39,0.0,0.0,1635,1.0,2.0,9,0
34,0.0,0.0,1635,1.0,2.0,9,0
31,0.0,0.0,1635,1.0,2.0,9,0
33,0.0,0.0,1615,1.0,2.0,9,0
5,0.0,0.0,1615,1.0,2.0,9,0
31,0.0,0.0,1615,1.0,2.0,9,0
41,0.0,0.0,1615,1.0,2.0,9,0
13,0.0,0.0,1615,1.0,2.0,9,0
21,0.0,0.0,1615,1.0,2.0,9,0
44,0.0,0.0,1615,1.0,2.0,9,0
13,0.0,0.0,1634,1.0,0.0,9,0
51,0.0,0.0,1634,1.0,0.0,9,0
21,0.0,0.0,1612,1.0,2.0,9,0
5,0.0,0.0,1612,1.0,2.0,9,0
37,0.0,0.0,1612,1.0,2.0,9,0
38,0.0,0.0,1612,1.0,2.0,9,0
21,0.0,0.0,1638,1.0,2.0,9,0
25,0.0,0.0,1638,1.0,2.0,9,0
27,0.0,0.0,1638,1.0,2.0,9,0
37,0.0,0.0,1638,1.0,2.0,9,0
6,0.0,0.0,1638,1.0,2.0,9,0
33,0.0,0.0,1638,1.0,2.0,9,0
38,0.0,0.0,1638,1.0,2.0,9,0
31,0.0,0.0,1638,1.0,2.0,9,0
13,0.0,0.0,1638,1.0,2.0,9,0
6,0.0,0.0,1638,1.0,2.0,9,0
53,0.0,0.0,1638,1.0,2.0,9,0
42,0.0,0.0,1630,1.0,1.0,9,0
38,0.0,0.0,1630,1.0,1.0,9,0
27,0.0,0.0,1630,1.0,1.0,9,0
41,0.0,0.0,1630,1.0,1.0,9,0
35,0.0,0.0,1630,1.0,1.0,9,0
33,0.0,0.0,1630,1.0,1.0,9,0
51,0.0,0.0,1630,1.0,1.0,9,0
13,0.0,1.0,1612,1.0,2.0,9,0
50,0.0,1.0,1612,1.0,2.0,9,0
34,0.0,1.0,1612,1.0,2.0,9,0
35,0.0,1.0,1612,1.0,2.0,9,0
38,0.0,1.0,1612,1.0,2.0,9,0
30,0.0,1.0,1612,1.0,2.0,9,0
53,0.0,1.0,1612,1.0,2.0,9,0
33,0.0,1.0,1612,1.0,2.0,9,0
5,0.0,1.0,1612,1.0,2.0,9,0
41,0.0,1.0,1612,1.0,2.0,9,0
33,0.0,0.0,1631,1.0,0.0,9,0
42,0.0,0.0,1635,401.0,2.0,9,0
35,0.0,0.0,1635,401.0,2.0,9,0
41,0.0,0.0,1635,401.0,2.0,9,0
33,0.0,0.0,1635,401.0,2.0,9,0
21,0.0,0.0,1635,401.0,2.0,9,0
31,0.0,0.0,1635,401.0,2.0,9,0
28,0.0,0.0,1635,401.0,2.0,9,0
25,0.0,0.0,1635,401.0,2.0,9,0
42,0.0,1.0,1632,1.0,2.0,9,0
37,0.0,1.0,1632,1.0,2.0,9,0
40,0.0,1.0,1632,1.0,2.0,9,0
12,0.0,1.0,1632,1.0,2.0,9,0
41,0.0,1.0,1632,1.0,2.0,9,0
46,0.0,1.0,1632,1.0,2.0,9,0
47,0.0,1.0,1632,1.0,2.0,9,0
6,0.0,1.0,1632,1.0,2.0,9,0
5,0.0,1.0,1632,1.0,2.0,9,0
30,0.0,1.0,1632,1.0,2.0,9,0
52,0.0,1.0,1632,1.0,2.0,9,0
27,0.0,0.0,1631,1.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
38,0.0,0.0,1631,1.0,0.0,9,5
36,0.0,0.0,1631,1.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
31,0.0,0.0,1631,1.0,0.0,9,5
6,0.0,0.0,1631,1.0,0.0,9,5
5,0.0,0.0,1631,1.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
38,0.0,0.0,1631,1.0,0.0,9,5
34,0.0,0.0,1631,1.0,0.0,9,5
38,0.0,0.0,1631,1.0,0.0,9,5
13,0.0,0.0,1631,1.0,0.0,9,5
24,0.0,0.0,1631,1.0,0.0,9,5
34,0.0,0.0,1631,1.0,0.0,9,5
28,0.0,0.0,1631,1.0,0.0,9,5
13,0.0,0.0,1631,401.0,0.0,9,5
42,0.0,0.0,1631,401.0,0.0,9,5
35,0.0,0.0,1631,401.0,0.0,9,5
33,0.0,0.0,1631,401.0,0.0,9,5
5,0.0,0.0,1631,401.0,0.0,9,5
25,0.0,0.0,1631,401.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
27,0.0,0.0,1631,1.0,0.0,9,5
21,0.0,0.0,1631,1.0,0.0,9,5
41,0.0,0.0,1631,1.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
6,0.0,0.0,1631,1.0,0.0,9,5
35,0.0,0.0,1631,1.0,0.0,9,5
37,0.0,0.0,1631,1.0,0.0,9,5
38,0.0,0.0,1631,1.0,0.0,9,5
6,0.0,0.0,1631,1.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
21,0.0,0.0,1631,1.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
33,0.0,0.0,1631,1.0,0.0,9,5
31,0.0,0.0,1631,1.0,0.0,9,5
38,0.0,0.0,1631,1.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
41,0.0,0.0,1631,1.0,0.0,9,5
38,0.0,0.0,1631,1.0,0.0,9,5
38,0.0,0.0,1631,1.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
4,0.0,0.0,1631,1.0,0.0,9,5
33,0.0,0.0,1631,1.0,0.0,9,5
34,0.0,0.0,1631,1.0,0.0,9,5
5,0.0,0.0,1631,1.0,0.0,9,5
38,0.0,0.0,1631,1.0,0.0,9,5
21,0.0,0.0,1631,1.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
34,0.0,0.0,1631,1.0,0.0,9,5
31,0.0,0.0,1631,1.0,0.0,9,5
21,0.0,0.0,1631,1.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
38,0.0,0.0,1631,1.0,0.0,9,5
33,0.0,0.0,1631,1.0,0.0,9,5
6,0.0,0.0,1631,1.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
5,0.0,0.0,1631,1.0,0.0,9,5
3,0.0,0.0,1631,1.0,0.0,9,5
35,0.0,0.0,1631,1.0,0.0,9,5
35,0.0,0.0,1631,1.0,0.0,9,5
33,0.0,0.0,1631,1.0,0.0,9,5
27,0.0,0.0,1631,1.0,0.0,9,5
37,0.0,0.0,1631,1.0,0.0,9,5
6,0.0,0.0,1631,1.0,0.0,9,5
5,0.0,0.0,1631,1.0,0.0,9,5
31,0.0,0.0,1631,1.0,0.0,9,5
33,0.0,0.0,1631,1.0,0.0,9,5
38,0.0,0.0,1631,1.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
42,0.0,0.0,1631,1.0,0.0,9,5
5,0.0,0.0,1631,1.0,0.0,9,5
33,0.0,0.0,1631,1.0,0.0,9,5
13,0.0,0.0,1635,1.0,2.0,9,4
31,0.0,0.0,1635,1.0,2.0,9,4
23,0.0,0.0,1635,1.0,2.0,9,4
38,0.0,0.0,1635,1.0,2.0,9,4
5,0.0,0.0,1635,1.0,2.0,9,4
25,0.0,0.0,1635,1.0,2.0,9,4
34,0.0,0.0,1635,1.0,2.0,9,4
42,0.0,0.0,1635,1.0,2.0,9,4
13,0.0,0.0,1613,1.0,1.0,9,4
42,0.0,0.0,1613,1.0,1.0,9,4
5,0.0,0.0,1613,1.0,1.0,9,4
38,0.0,0.0,1613,1.0,1.0,9,4
50,0.0,0.0,1613,1.0,1.0,9,4
30,0.0,0.0,1613,1.0,1.0,9,4
35,0.0,0.0,1613,1.0,1.0,9,4
34,0.0,0.0,1613,1.0,1.0,9,4
33,0.0,0.0,1613,1.0,1.0,9,4
42,0.0,0.0,1613,1.0,1.0,9,4
5,0.0,0.0,1613,1.0,1.0,9,4
38,0.0,0.0,1613,1.0,1.0,9,4
42,0.0,0.0,1610,1.0,1.0,9,4
6,0.0,0.0,1610,1.0,1.0,9,4
31,0.0,0.0,1610,1.0,1.0,9,4
6,0.0,0.0,1610,1.0,1.0,9,4
31,0.0,0.0,1610,1.0,1.0,9,4
47,0.0,0.0,1610,1.0,1.0,9,4
42,0.0,0.0,1610,1.0,1.0,9,4
31,0.0,0.0,1610,1.0,1.0,9,4
27,0.0,0.0,1610,1.0,1.0,9,4
38,0.0,0.0,1638,1.0,2.0,9,4
33,0.0,0.0,1638,1.0,2.0,9,4
36,0.0,0.0,1638,1.0,2.0,9,4
42,0.0,0.0,1638,1.0,2.0,9,4
35,0.0,0.0,1638,1.0,2.0,9,4
34,0.0,0.0,1638,1.0,2.0,9,4
31,0.0,0.0,1638,1.0,2.0,9,4
39,0.0,0.0,1610,1.0,1.0,9,4
42,0.0,0.0,1610,1.0,1.0,9,4
41,0.0,0.0,1610,1.0,1.0,9,4
31,0.0,0.0,1610,1.0,1.0,9,4
5,0.0,0.0,1610,1.0,1.0,9,4
30,0.0,0.0,1610,1.0,1.0,9,4
44,0.0,0.0,1610,1.0,1.0,9,4
31,0.0,0.0,1630,1.0,1.0,9,4
42,0.0,0.0,1630,1.0,1.0,9,4
13,0.0,0.0,1630,1.0,1.0,9,4
40,0.0,0.0,1630,1.0,1.0,9,4
33,0.0,0.0,1630,1.0,1.0,9,4
34,0.0,0.0,1630,1.0,1.0,9,4
5,0.0,0.0,1631,1.0,0.0,9,4
32,0.0,0.0,1631,1.0,0.0,9,4
40,0.0,0.0,1631,1.0,0.0,9,4
32,0.0,0.0,1636,1.0,1.0,9,4
31,0.0,0.0,1636,1.0,1.0,9,4
37,0.0,0.0,1636,1.0,1.0,9,4
42,0.0,0.0,1610,1.0,1.0,9,4
27,0.0,0.0,1610,1.0,1.0,9,4
31,0.0,0.0,1610,1.0,1.0,9,4
21,0.0,0.0,1610,1.0,1.0,9,4
39,0.0,0.0,1610,1.0,1.0,9,4
6,0.0,1.0,1638,1.0,2.0,9,4
42,0.0,1.0,1638,1.0,2.0,9,4
37,0.0,1.0,1638,1.0,2.0,9,4
34,0.0,1.0,1638,1.0,2.0,9,4
31,0.0,1.0,1638,1.0,2.0,9,4
41,0.0,1.0,1638,1.0,2.0,9,4
33,0.0,1.0,1638,1.0,2.0,9,4
35,0.0,1.0,1638,1.0,2.0,9,4
38,0.0,1.0,1638,1.0,2.0,9,4
8,0.0,1.0,1638,1.0,2.0,9,4
5,0.0,1.0,1638,1.0,2.0,9,4
37,0.0,0.0,1636,1.0,1.0,9,4
51,0.0,0.0,1636,1.0,1.0,9,4
33,0.0,0.0,1636,1.0,1.0,9,4
32,0.0,0.0,1636,1.0,1.0,9,4
5,0.0,0.0,1631,1.0,0.0,9,4
31,0.0,0.0,1631,1.0,0.0,9,4
21,0.0,0.0,1632,1.0,2.0,9,4
28,0.0,0.0,1632,1.0,2.0,9,4
42,0.0,0.0,1613,1.0,1.0,9,4
31,0.0,0.0,1613,1.0,1.0,9,4
33,0.0,0.0,1613,1.0,1.0,9,4
32,0.0,0.0,1638,1.0,2.0,9,4
34,0.0,0.0,1638,1.0,2.0,9,4
38,0.0,0.0,1638,1.0,2.0,9,4
